,q1AgeBeginCoding,q2Age,q3Gender,q4Education,q5DegreeFocus,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeAccelTrain,q8JobLevel,q9CurrentRole,q10Industry,q12JobCritPrefTechStack,q12JobCritCompMission,q12JobCritCompCulture,q12JobCritWorkLifeBal,q12JobCritCompensation,q12JobCritProximity,q12JobCritPerks,q12JobCritSmartPeopleTeam,q12JobCritImpactwithProduct,q12JobCritInterestProblems,q12JobCritFundingandValuation,q12JobCritStability,q12JobCritProfGrowth
3572,2,3,0,5,1,1,1,0,5,4,12,1,0,1,0,0,1,0,0,0,0,0,0,0
3574,2,5,0,3,0,0,1,0,6,4,10,0,0,1,1,1,0,0,0,0,0,0,0,0
3576,3,3,0,5,1,0,1,0,4,9,14,0,0,0,0,0,0,0,0,1,1,0,0,1
3578,4,4,0,6,2,0,1,0,6,3,10,0,0,0,0,0,0,0,1,0,0,0,1,1
3579,2,4,0,5,1,1,1,0,5,9,14,0,0,0,0,1,0,0,1,1,0,0,0,0
3580,2,4,0,5,1,1,1,0,4,13,14,0,0,1,0,1,0,0,0,0,0,0,0,1
3581,6,4,0,7,0,0,0,1,4,4,14,0,0,1,0,1,0,0,0,0,0,0,0,1
3583,4,4,0,5,0,0,0,1,4,10,14,0,0,0,1,1,0,0,1,0,0,0,0,0
3584,5,4,0,7,0,0,1,0,4,10,14,0,0,0,1,0,0,0,0,0,1,0,0,1
3585,2,3,1,5,0,0,1,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3586,5,4,0,5,0,0,1,1,4,1,15,1,0,0,0,1,0,1,1,0,1,0,0,1
3587,4,4,0,5,0,1,0,0,4,9,4,0,0,1,1,0,0,0,0,0,0,0,0,1
3589,4,4,0,7,0,0,1,0,5,4,14,0,0,1,1,1,0,1,0,0,0,0,1,1
3590,4,3,0,5,0,1,1,0,4,3,8,0,0,0,1,0,1,0,0,0,0,0,0,1
3591,2,4,0,5,0,0,1,0,5,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0
3598,3,3,0,5,2,1,1,0,4,7,5,1,0,1,1,0,0,0,1,1,1,1,0,0
3600,4,4,0,6,1,0,1,0,5,1,10,0,0,0,1,0,0,0,1,0,1,0,0,1
3602,2,4,0,7,2,0,1,0,4,4,5,0,0,1,1,1,0,0,0,0,0,0,0,0
3603,3,3,0,5,1,1,0,0,2,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0
3606,3,4,0,5,1,1,1,0,6,4,14,0,0,0,0,1,0,0,0,0,0,0,1,1
3609,2,3,0,5,2,1,1,0,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3611,3,4,0,5,2,1,1,0,4,2,14,0,0,0,1,0,0,0,0,1,0,0,0,1
3612,5,4,0,5,1,1,0,0,4,11,5,0,0,1,0,0,0,1,0,0,1,0,0,0
3617,2,5,0,5,1,1,1,0,5,7,10,0,0,0,1,1,0,0,0,0,0,0,0,1
3618,2,4,0,3,2,0,1,0,5,1,12,0,0,0,1,0,0,0,1,0,1,0,0,0
3619,3,5,0,3,1,0,1,1,5,1,19,0,0,0,1,1,0,1,1,0,0,0,1,0
3620,3,4,0,6,1,1,0,0,2,9,14,0,0,1,0,0,0,0,0,1,0,0,1,0
3624,2,4,0,5,1,1,0,0,5,9,4,0,0,0,1,1,0,0,0,0,0,0,0,1
3625,6,5,0,5,2,0,1,1,4,1,14,0,1,1,1,0,1,0,1,1,1,0,0,1
3627,4,5,0,7,1,1,1,0,8,11,5,0,1,0,1,1,0,0,0,0,0,0,0,0
3629,3,4,0,7,1,1,1,0,5,1,11,0,0,0,1,0,1,0,1,0,0,0,0,0
3630,1,2,0,1,1,0,1,0,4,9,12,1,0,0,0,0,0,0,1,0,1,0,0,0
3631,3,4,0,5,1,1,1,0,4,9,0,0,1,1,1,1,0,1,1,1,0,0,0,1
3632,5,4,0,7,2,1,0,0,4,1,5,1,0,0,0,0,0,0,1,0,1,0,0,0
3636,3,5,0,5,1,1,1,0,5,3,5,1,0,0,1,1,0,0,1,0,0,0,0,0
3639,3,3,1,7,2,1,0,0,4,9,14,0,0,1,1,0,1,0,0,0,0,0,0,0
3640,5,4,0,7,1,1,1,0,4,3,12,0,0,0,1,1,0,0,0,0,1,0,0,0
3641,2,3,0,6,1,0,1,0,4,4,5,1,0,0,0,1,0,0,0,0,1,0,0,0
3642,4,4,0,5,1,1,1,0,4,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0
3644,2,3,0,7,1,1,1,0,4,4,8,0,0,0,1,0,0,0,1,0,0,0,0,1
3645,3,3,0,2,1,1,1,0,4,2,14,0,0,1,1,0,0,0,0,0,0,0,0,1
3646,4,4,0,7,2,1,1,0,4,6,2,0,1,0,0,1,0,0,0,0,0,0,0,1
3647,2,4,0,7,1,0,1,0,7,3,5,1,0,0,0,1,0,0,0,0,1,0,0,0
3648,3,4,1,5,1,1,0,0,5,3,5,0,0,0,1,0,0,0,1,0,1,0,0,0
3649,2,5,0,6,2,1,1,0,5,4,14,0,0,0,0,0,0,0,1,1,1,0,0,0
3650,3,4,0,1,2,0,1,0,5,4,10,1,0,0,1,0,0,0,0,0,1,0,0,0
3651,3,4,1,5,2,1,0,0,4,2,14,0,0,1,0,1,0,0,0,0,0,0,0,1
3653,3,4,0,5,1,0,1,0,5,4,8,0,0,1,1,1,0,0,0,0,0,0,0,0
3654,2,4,0,7,2,0,1,0,5,2,14,0,1,0,0,0,1,0,0,0,1,0,0,0
3655,3,4,0,7,2,1,1,0,6,3,12,0,0,1,0,1,0,0,0,0,0,0,0,1
3657,1,4,0,5,2,1,1,0,5,9,16,1,0,0,0,1,0,0,0,0,1,0,0,0
3658,2,3,0,5,1,1,1,0,4,2,12,1,0,1,0,0,0,0,0,0,1,0,0,0
3661,3,4,0,5,1,1,1,0,5,9,12,0,0,0,1,0,1,0,1,1,1,0,0,1
3663,4,4,1,5,2,1,1,0,4,4,14,1,0,0,0,0,0,0,1,0,1,0,0,0
3664,3,3,1,5,1,1,1,0,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1
3665,4,5,0,7,1,1,1,0,5,9,18,0,0,1,1,1,0,0,1,0,1,0,1,1
3666,3,4,0,3,1,1,1,0,5,4,12,1,0,0,1,1,0,0,1,0,1,0,0,0
3667,1,5,0,6,2,0,1,0,10,4,14,1,0,1,0,0,0,0,0,0,1,0,0,0
3669,3,5,0,7,2,0,1,0,6,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3670,3,5,0,5,1,1,1,0,5,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0
3673,3,3,0,5,1,1,1,0,4,4,10,1,1,1,1,0,1,0,1,1,1,0,1,1
3674,2,3,0,5,1,1,1,0,4,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0
3675,3,3,0,5,1,1,0,0,5,2,0,0,0,1,0,1,0,1,1,1,1,0,0,1
3676,3,3,0,5,1,1,0,0,4,4,14,1,0,0,1,0,0,0,0,0,0,0,0,1
3679,3,3,0,5,1,1,1,0,4,9,14,1,0,1,0,1,0,1,1,1,1,1,0,0
3680,3,4,0,5,1,1,0,0,5,4,10,0,0,0,1,0,0,0,0,0,1,0,0,1
3681,3,3,0,6,1,1,1,0,4,9,5,1,1,1,1,1,0,0,1,0,1,0,0,1
3683,2,3,0,7,1,0,1,0,2,10,14,0,0,0,1,0,0,0,0,0,1,0,0,1
3684,4,3,0,5,1,0,1,0,4,2,14,1,1,1,1,1,0,0,1,1,1,0,0,1
3685,3,3,0,5,1,1,0,0,4,4,14,0,0,0,0,1,0,0,0,0,1,0,0,1
3687,3,3,0,7,1,1,1,0,4,1,8,0,0,0,1,0,0,0,0,0,1,0,0,1
3688,3,3,0,5,1,1,0,0,5,4,14,0,0,0,1,0,0,0,1,0,1,0,0,0
3690,3,3,0,2,1,0,1,0,10,11,14,0,0,0,0,0,0,0,1,1,1,0,0,1
3691,2,4,0,6,1,1,1,0,4,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0
3696,3,3,0,5,2,1,0,0,4,1,14,1,0,1,0,0,0,0,0,0,0,0,0,1
3699,2,4,0,5,2,1,1,0,4,4,14,0,0,1,1,1,0,0,0,0,0,0,0,0
3702,2,4,0,5,2,0,1,0,5,1,17,0,0,0,0,1,0,0,1,0,0,0,0,1
3704,4,4,0,7,1,0,1,0,7,4,12,0,0,0,1,0,0,0,1,0,0,0,0,1
3705,3,3,1,7,1,1,1,0,4,2,14,0,0,1,1,0,0,0,0,0,1,0,0,1
3706,3,3,0,5,1,0,1,0,4,10,14,1,0,0,0,0,0,0,1,0,1,0,0,0
3707,3,3,0,5,2,1,0,0,5,1,8,0,0,1,1,0,0,1,0,0,1,0,0,1
3709,2,3,0,5,1,1,1,0,4,1,14,0,0,1,1,0,0,0,0,0,1,0,0,0
3710,3,3,0,5,1,1,1,0,2,3,14,1,1,1,1,1,0,1,1,1,1,1,0,1
3713,3,3,0,5,1,1,0,0,4,4,4,0,0,0,0,0,1,0,0,0,1,0,0,1
3716,4,4,0,7,1,0,1,0,4,2,14,0,0,0,0,0,0,0,0,0,1,1,0,1
3717,3,4,0,5,1,1,1,0,4,2,14,1,0,0,0,1,0,0,1,0,1,0,0,1
3718,3,4,0,5,1,1,1,0,5,4,14,1,0,0,1,0,0,1,1,0,1,0,0,1
3719,3,3,0,5,2,0,1,0,4,2,14,0,0,0,0,1,0,0,0,1,1,0,0,0
3720,3,4,0,7,1,1,0,0,2,9,14,0,0,1,1,0,0,0,0,0,1,0,0,0
3721,2,5,0,7,1,1,1,0,7,3,10,0,0,0,1,1,1,0,0,0,0,0,0,0
3722,2,4,0,7,1,1,1,0,7,11,14,1,0,0,1,1,0,0,0,0,0,0,0,0
3723,3,5,0,7,2,0,1,0,5,4,9,1,0,0,0,1,0,0,0,1,0,0,0,0
3724,3,4,0,7,1,1,1,0,2,17,14,0,0,1,1,1,0,0,0,0,0,0,0,0
3725,1,4,0,5,1,1,1,0,4,3,14,0,0,1,1,0,0,0,0,0,0,0,0,1
3726,2,5,0,7,1,1,1,0,7,4,14,0,0,0,1,0,0,0,1,0,1,0,0,0
3728,3,6,0,7,2,1,1,0,7,11,2,0,0,0,1,1,0,0,1,0,1,0,1,1
3729,2,4,0,5,2,1,1,0,5,4,14,0,0,0,1,1,0,0,0,0,0,0,0,1
3730,3,4,0,5,1,1,1,0,2,3,15,0,0,1,1,0,0,0,0,0,0,0,0,1
3731,3,4,0,7,2,1,1,1,5,4,5,0,0,0,1,0,0,0,0,1,1,0,0,0
3733,2,3,0,5,2,1,1,0,2,4,14,0,1,1,0,1,0,1,0,1,1,0,0,1
3736,4,4,0,5,2,1,1,0,5,4,20,0,1,1,1,0,1,0,1,1,1,0,0,1
3737,4,4,0,5,1,1,1,0,4,1,14,0,1,1,1,0,0,0,1,1,1,0,0,1
3738,4,4,0,5,1,1,1,0,5,4,8,1,0,1,1,1,0,0,1,0,0,0,0,1
3739,4,4,0,5,1,1,1,0,4,4,14,0,0,0,1,0,0,0,1,0,0,0,0,1
3740,2,4,0,5,1,0,1,0,5,4,14,1,0,0,0,1,0,0,0,0,1,0,0,0
3741,3,4,0,5,1,1,1,0,6,3,14,0,0,0,0,0,0,0,1,0,1,0,0,1
3742,3,5,0,6,1,1,0,0,5,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0
3743,2,4,0,7,2,0,1,0,7,11,14,1,1,1,1,1,0,0,1,1,1,1,0,1
3744,2,4,0,5,2,0,1,0,5,4,2,0,0,0,1,0,0,0,1,0,0,0,0,1
3745,4,4,0,5,1,1,0,0,6,3,14,0,0,1,1,0,0,0,0,0,1,0,0,0
3746,3,3,0,5,1,1,1,0,4,4,4,0,0,0,1,0,1,0,0,0,0,0,0,1
3747,3,5,0,7,2,1,1,0,5,4,7,0,0,0,1,0,1,0,1,0,1,0,1,1
3748,3,4,0,7,1,1,1,0,5,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0
3749,3,4,0,6,2,1,1,0,5,4,15,0,0,0,0,0,0,0,1,0,1,0,0,1
3750,3,3,0,7,1,1,1,0,2,19,14,1,0,1,1,1,1,1,1,0,1,1,0,1
3751,3,4,0,5,1,1,1,0,6,11,10,1,0,0,1,1,0,0,0,0,0,0,0,0
3753,3,3,0,5,2,0,1,0,5,1,11,1,0,0,1,0,0,0,0,0,1,0,0,0
3754,3,3,0,6,1,1,0,0,4,1,5,0,0,0,1,1,0,0,0,0,0,0,0,1
3755,3,4,0,6,1,1,1,0,5,4,13,1,0,0,0,1,1,0,0,0,0,0,0,0
3756,2,5,0,3,1,0,1,0,5,3,6,0,0,0,1,1,0,0,1,0,0,0,0,0
3759,3,4,0,5,2,1,1,1,5,4,20,0,0,1,1,1,0,0,0,0,0,0,0,0
3761,3,4,0,5,2,1,1,0,10,7,14,0,0,1,1,0,1,0,1,0,1,0,0,1
3762,3,3,0,6,1,0,1,0,4,4,14,0,1,0,1,0,0,0,1,0,0,0,0,1
3764,4,3,1,5,1,1,1,0,4,2,14,0,0,0,0,0,0,0,0,1,1,0,0,1
3766,3,5,0,6,1,1,0,0,6,6,14,0,0,0,1,0,0,0,0,0,1,0,0,1
3767,2,5,0,5,1,1,1,0,5,4,20,1,0,0,1,0,1,0,1,0,1,0,0,0
3770,3,4,0,5,1,1,1,1,4,3,16,0,0,0,0,0,0,1,0,0,1,0,0,1
3773,2,4,0,5,1,0,1,0,4,1,14,0,0,0,1,0,0,0,1,0,0,0,0,1
3774,3,5,0,5,2,1,0,0,5,10,6,0,0,0,1,1,0,0,0,0,0,0,0,1
3775,3,4,0,5,2,0,1,1,4,9,14,1,0,0,1,0,0,0,0,0,1,0,0,1
3776,2,3,0,5,1,1,1,0,4,9,2,1,0,0,1,1,0,0,0,0,0,0,0,0
3778,2,4,0,3,0,0,1,0,4,2,14,0,1,1,1,0,1,0,1,1,1,0,0,1
3779,2,5,0,5,1,1,0,0,5,4,14,0,0,0,0,1,0,0,0,0,1,0,0,1
3780,2,5,0,2,1,0,1,0,6,3,2,0,0,1,0,0,0,0,1,0,1,0,0,1
3781,2,4,0,5,1,1,1,0,5,9,14,0,0,1,1,1,1,1,1,0,1,0,0,1
3782,2,5,0,5,2,0,1,0,5,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0
3783,1,5,0,7,1,1,1,0,7,11,14,0,0,0,0,1,1,0,0,0,0,0,0,1
3784,2,4,0,5,1,1,1,0,5,3,2,1,1,1,1,0,1,1,1,0,1,0,0,1
3786,1,4,0,6,2,1,1,1,5,4,5,0,0,0,1,1,1,0,0,0,0,0,0,0
3789,2,5,0,6,1,0,1,0,5,3,5,0,0,0,1,1,1,0,0,0,0,0,0,0
3790,4,4,0,5,2,0,1,1,4,4,5,0,0,0,1,1,0,0,0,0,0,0,0,1
3791,2,4,0,5,1,0,1,0,5,4,12,0,0,0,0,1,0,0,1,1,0,0,0,0
3792,3,3,0,5,1,1,1,0,4,4,4,0,1,1,1,0,0,0,1,0,1,0,0,1
3794,1,5,0,5,2,1,1,0,5,3,14,1,0,0,1,0,1,0,0,0,0,0,0,0
3795,3,4,0,5,1,1,0,0,5,1,9,0,0,0,1,1,0,0,1,0,0,0,0,0
3796,3,4,0,7,1,1,1,0,4,9,14,1,0,1,1,1,0,1,1,0,1,0,0,1
3798,3,3,0,4,1,1,1,1,4,4,14,1,0,0,0,1,0,0,0,0,0,0,0,1
3800,3,4,0,5,1,1,1,0,4,9,14,0,0,0,1,1,1,0,0,0,0,0,0,0
3801,2,5,0,5,1,1,1,0,6,9,14,0,1,0,0,0,0,0,0,0,1,1,1,1
3802,7,5,0,7,0,0,0,1,4,4,20,0,0,0,0,1,0,0,0,0,1,0,0,1
3803,3,6,0,2,2,0,1,0,5,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0
3804,3,4,0,5,1,1,0,0,8,4,5,1,0,0,1,1,0,0,1,0,0,0,0,0
3805,5,6,0,3,1,1,0,0,5,3,6,0,0,0,1,1,0,0,0,0,0,0,1,0
3806,3,6,0,6,1,1,1,1,7,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3808,3,4,0,5,2,0,0,0,5,3,14,0,0,1,1,0,0,0,0,0,0,0,1,0
3809,4,4,0,2,1,1,0,0,5,4,14,0,1,1,1,0,0,0,0,0,1,0,0,0
3810,4,4,0,6,1,0,1,0,4,15,5,0,0,0,1,0,0,0,0,0,0,0,0,1
3811,3,4,0,5,1,1,1,0,5,4,5,1,0,0,1,1,0,1,1,0,1,1,0,0
3812,3,3,0,6,1,0,1,0,4,3,5,0,0,0,1,0,0,0,0,0,1,0,0,1
3813,3,3,0,5,1,1,0,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
3814,4,4,0,5,1,1,0,0,4,9,14,0,1,1,1,0,0,1,1,1,1,0,0,1
3815,3,4,0,5,2,0,1,1,5,1,12,0,0,0,1,1,0,0,0,0,0,0,0,1
3817,3,4,0,7,1,1,0,0,5,9,10,0,0,1,1,1,0,0,0,0,0,0,0,0
3819,2,4,0,6,1,1,1,0,6,9,2,0,0,0,1,1,0,0,1,0,0,0,0,0
3820,3,4,0,5,1,1,0,0,5,4,8,0,0,0,1,1,0,0,0,1,0,0,0,0
3821,3,5,0,5,1,1,1,0,5,9,10,1,1,0,0,0,0,0,1,0,0,0,0,0
3822,3,4,0,5,1,1,1,1,5,9,12,0,1,1,1,1,1,0,1,0,0,0,0,1
3823,2,4,0,2,0,1,1,0,4,3,14,0,0,0,0,1,0,0,0,0,0,0,0,1
3824,3,4,0,5,0,0,1,0,5,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3826,1,6,0,2,0,0,1,0,8,14,5,1,0,0,1,0,0,0,0,0,1,0,0,0
3829,2,4,0,7,0,0,1,0,7,4,9,0,0,0,1,1,0,0,0,0,0,0,0,1
3831,3,3,0,3,2,0,1,0,2,2,14,1,0,1,0,1,0,0,0,0,0,0,0,0
3832,4,4,0,5,0,0,0,1,4,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3833,2,4,0,3,0,0,1,0,5,4,14,0,0,0,1,0,1,0,1,0,0,0,0,0
3834,5,4,0,5,0,0,1,1,4,17,14,0,0,1,0,0,0,0,1,0,0,0,0,1
3835,7,5,0,6,0,0,1,1,4,2,14,1,0,0,0,1,0,0,0,0,0,0,0,1
3836,2,4,0,7,0,1,1,0,5,2,10,0,0,1,1,0,0,1,1,0,0,0,0,1
3837,2,4,0,5,0,0,1,0,5,4,5,1,0,0,0,0,0,0,1,0,0,0,0,1
3838,4,4,1,5,0,0,0,1,4,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
3839,3,3,0,7,0,1,1,0,4,4,14,0,0,1,1,0,0,0,0,0,1,0,0,0
3842,4,4,0,5,0,0,1,0,4,1,14,1,0,0,1,1,0,0,0,0,1,0,1,1
3843,3,3,1,3,0,0,1,0,5,2,14,0,0,1,1,1,0,0,0,0,0,0,0,0
3844,2,4,0,7,0,0,1,0,5,4,14,1,0,1,1,1,0,0,1,1,1,0,0,1
3854,1,4,0,7,2,1,1,0,5,4,14,0,0,0,1,0,0,0,1,0,1,0,0,0
3857,2,5,0,7,1,1,1,0,5,9,14,0,0,0,1,0,0,0,1,0,0,0,0,1
3858,3,5,0,5,2,1,0,0,5,4,14,1,0,1,1,0,0,0,0,0,0,0,0,0
3859,2,4,0,5,1,1,1,0,5,9,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3860,4,5,0,6,2,0,1,0,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
3863,3,5,0,5,1,1,1,0,5,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3864,2,3,0,5,1,1,1,0,4,17,14,0,0,1,0,0,0,0,0,1,0,0,0,1
3865,2,4,0,7,1,1,1,0,8,14,14,0,0,1,0,0,0,0,1,0,0,0,0,1
3869,4,4,0,5,1,1,1,1,4,2,14,1,0,1,0,1,0,0,0,0,0,0,0,0
3870,2,4,0,7,1,1,1,0,5,2,4,0,1,0,0,1,0,0,0,1,0,0,0,0
3871,1,4,0,5,1,1,1,0,4,4,8,1,0,0,1,0,0,0,0,0,1,0,0,0
3872,4,4,0,6,1,1,0,0,4,3,14,1,0,0,0,1,0,0,0,0,1,0,0,0
3873,4,4,0,7,1,1,1,0,4,1,14,1,1,0,0,1,1,0,1,1,1,0,0,1
3875,3,4,0,5,1,1,1,0,5,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0
3876,3,4,0,5,1,1,0,0,5,4,7,1,0,0,0,1,1,0,0,0,0,0,0,0
3878,1,5,0,5,1,1,1,0,5,4,10,0,0,1,0,1,0,0,1,0,0,0,0,0
3879,3,5,0,7,1,1,1,0,6,4,14,1,0,0,1,0,1,0,0,0,0,0,0,0
3880,1,5,0,5,1,1,1,1,5,4,9,1,0,0,1,1,0,0,0,0,0,0,0,0
3881,4,4,1,7,2,1,0,0,5,9,5,0,1,1,0,0,0,0,1,0,0,0,0,0
3882,1,5,0,5,1,1,1,0,5,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0
3883,3,5,0,5,1,1,1,0,8,4,14,1,0,0,0,1,1,0,0,0,0,0,0,0
3884,5,4,0,2,2,0,1,1,5,2,5,0,0,1,0,1,0,0,0,0,0,0,0,1
3885,3,4,0,5,2,0,1,0,4,4,14,0,1,1,0,0,0,0,0,0,0,0,0,1
3887,2,5,0,3,1,0,1,0,7,4,10,1,0,0,0,1,0,0,0,0,0,0,0,1
3888,2,4,0,7,1,0,1,0,5,4,4,0,0,0,0,0,0,0,1,0,1,0,0,1
3890,1,5,0,4,1,1,1,0,5,13,12,0,0,1,1,1,0,0,0,0,0,0,0,0
3892,2,4,0,5,1,1,1,0,7,11,15,1,1,1,1,0,0,0,1,0,1,1,0,1
3893,3,4,0,5,1,1,1,0,6,9,14,0,0,1,1,0,1,0,1,0,0,0,1,0
3895,3,3,1,6,1,1,1,0,4,4,7,0,0,1,0,0,0,0,1,1,1,0,0,1
3896,2,4,0,6,1,0,1,0,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3897,3,4,0,5,1,1,1,0,5,4,19,0,0,0,0,1,0,0,0,0,1,0,0,1
3898,2,4,0,3,1,0,1,0,5,4,14,0,1,0,1,0,0,0,0,0,0,0,0,1
3899,3,4,0,2,2,1,0,0,7,11,14,1,0,0,0,1,0,0,1,0,0,0,0,0
3901,3,3,0,7,1,1,0,0,2,9,5,0,0,0,1,0,0,0,0,0,0,0,1,1
3902,2,4,0,5,1,0,1,0,5,2,10,1,0,1,0,0,0,0,0,1,0,0,0,0
3903,4,4,1,3,1,0,1,0,5,1,14,0,0,0,0,1,0,0,0,1,0,0,0,0
3904,4,4,0,7,1,1,1,0,4,4,14,0,1,0,0,1,0,0,0,0,0,0,0,1
3906,3,4,0,5,2,1,1,0,8,11,5,0,1,0,1,1,0,0,1,1,0,0,0,0
3907,4,4,0,5,2,1,1,0,5,9,8,0,0,0,0,0,0,1,0,0,0,0,1,1
3908,4,4,0,5,2,0,1,0,5,9,5,0,0,0,1,0,1,0,1,0,0,0,0,0
3909,4,4,0,5,2,0,1,0,4,3,8,1,0,1,1,1,0,0,0,0,0,0,1,0
3911,2,4,0,7,1,1,1,0,5,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0
3912,2,4,0,6,2,1,1,0,5,9,14,0,0,1,1,1,0,0,0,0,0,0,0,0
3913,3,4,0,5,1,1,1,0,6,9,20,0,1,1,0,1,0,0,0,0,1,0,0,1
3914,4,4,0,5,1,1,1,0,5,4,5,1,0,0,0,0,0,1,1,0,0,0,0,0
3916,5,4,0,5,2,0,0,1,4,4,14,0,0,0,1,1,0,0,1,0,0,0,0,0
3918,2,4,0,5,2,1,1,0,2,7,13,0,0,0,0,0,0,0,1,0,1,0,0,1
3919,3,3,0,5,1,1,1,0,4,2,14,0,0,1,1,0,0,0,1,0,0,0,0,1
3920,3,3,0,5,1,1,1,0,4,9,14,0,0,1,1,1,0,0,0,0,1,0,0,1
3922,3,3,0,5,2,0,1,0,4,9,9,1,1,0,1,1,0,0,1,0,1,0,0,1
3925,3,3,0,5,1,0,1,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1
3926,3,1,0,3,1,0,1,0,5,1,14,0,1,1,0,0,0,0,1,1,1,0,0,1
3927,3,3,1,5,1,0,1,0,4,2,14,1,0,1,0,0,0,0,0,0,0,0,0,1
3928,3,3,0,5,2,0,1,0,4,9,14,1,1,0,0,0,0,0,0,1,0,0,0,0
3930,3,3,0,6,1,1,0,0,9,17,14,0,0,0,0,0,0,1,1,1,0,0,0,0
3932,3,3,0,5,1,1,1,0,4,2,14,1,0,0,1,1,1,1,1,0,1,1,1,1
3933,3,4,0,7,1,1,1,1,5,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3936,3,3,0,5,1,1,0,0,4,1,14,1,0,1,1,0,0,1,1,0,0,0,0,0
3937,4,4,0,5,1,1,0,0,5,2,6,0,0,1,0,0,0,0,0,1,1,0,0,0
3938,2,4,0,5,1,1,1,0,5,2,14,0,0,1,0,1,0,0,1,0,0,0,0,0
3939,3,3,0,2,2,0,1,0,4,4,12,1,1,1,1,1,0,1,1,1,1,0,1,1
3941,4,4,0,5,1,1,1,0,5,4,5,1,0,1,1,0,1,1,0,1,0,0,1,1
3942,4,4,0,5,1,1,0,0,5,4,14,0,0,1,1,0,0,0,0,0,1,0,0,0
3943,3,4,0,5,1,0,1,0,8,4,14,0,1,1,1,1,0,0,1,0,1,0,0,1
3945,3,3,0,5,1,1,1,0,4,9,14,0,0,1,0,0,0,0,1,0,1,0,0,1
3946,2,5,0,6,2,1,1,0,8,3,14,0,0,0,1,1,0,0,0,1,0,0,0,0
3948,3,3,0,5,1,0,1,0,5,2,14,0,1,1,0,0,0,0,0,0,0,0,0,1
3949,2,4,0,7,1,1,1,0,5,9,20,0,0,0,1,1,0,0,0,0,0,0,0,1
3950,2,5,0,5,1,1,1,0,8,9,14,1,0,0,0,1,0,0,0,0,0,0,0,1
3951,2,4,0,7,1,1,1,0,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3953,3,4,0,3,1,1,0,0,4,1,7,0,0,0,1,0,0,0,1,0,0,0,0,1
3954,2,3,0,5,1,0,1,0,5,9,14,0,0,1,0,0,0,0,0,1,1,0,0,0
3955,3,4,0,3,1,1,0,0,4,4,14,0,0,1,0,0,0,0,1,0,0,0,0,1
3956,2,4,0,4,1,1,1,0,6,13,2,0,0,1,0,0,0,0,1,0,1,0,0,0
3957,4,4,0,7,1,1,1,0,5,2,8,0,0,0,1,1,0,0,1,0,0,0,0,0
3958,3,5,0,7,1,1,1,1,7,11,14,1,0,1,1,1,0,0,1,0,0,0,0,1
3959,2,4,0,7,2,0,1,0,5,4,11,0,1,0,1,0,0,0,1,0,0,0,0,0
3962,3,3,0,6,1,1,1,0,4,3,10,1,0,0,1,1,1,1,0,0,1,0,1,1
3965,3,4,0,5,1,1,1,0,4,4,7,1,0,0,1,0,0,0,0,0,1,0,0,1
3966,3,5,0,3,2,1,1,0,9,4,7,0,0,1,0,0,0,0,1,0,0,1,0,0
3967,3,4,0,5,1,1,0,0,5,9,12,0,0,0,0,0,0,0,1,0,1,0,0,1
3968,3,4,0,5,1,1,0,0,5,6,14,0,0,0,1,1,0,0,0,0,0,0,0,1
3969,2,4,0,5,1,1,0,0,5,9,3,0,0,1,0,0,0,0,1,0,1,0,0,0
3974,3,3,0,5,2,1,1,1,5,2,5,0,0,1,0,0,0,0,1,1,0,0,0,0
3975,3,4,0,5,2,0,1,0,6,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3976,4,4,0,6,2,0,1,0,4,2,14,0,0,1,1,0,0,0,0,0,0,0,0,1
